1h6uA01 1.10.8.390.1 A.1-43
1mkfA01 2.60.40.1330.1 A.12-210
1mkfA02 2.60.40.1340.1 A.211-382
3bvxA05 2.60.40.1360.1 A.950-1045
1o7dE00 2.60.40.1360.2 E.1-123
4z3gA00 2.60.40.1370.1 A.1-198
1lxmA04 2.60.40.1380.1 A.3-78
1mnnA00 2.60.40.1390.1 A.33-335
1n9pA00 2.60.40.1400.1 A.5-206
4lp8A02 2.60.40.1400.2 A.139-299
1zk5A00 2.60.40.1410.1 A.1-175
4hscX04 2.60.40.1430.1 X.462-571
3iagC01 2.60.40.1450.1 C.1-148,307-328
3brdA01 2.60.40.1450.2 A.9-187,355-376
5ffgA02 2.60.40.1460.1 A.440-594
4nehA03 2.60.40.1460.2 A.598-752
4irzA02 2.60.40.1460.3 A.434-592
1xvsA00 2.60.40.1470.1 A.2-124
5hdwA00 2.60.40.1470.2 A.1-131
1r4xA01 2.60.40.1480.1 A.1-160
1rocA00 2.60.40.1490.1 A.1-155
1uhvA01 2.60.40.1500.1 A.1-14,359-500
6i6rB01 2.60.40.1500.2 B.2-17,372-519
4ekjA01 2.60.40.1500.3 A.8-22,362-500
4wk0B02 2.60.40.1510.1 B.62-119,360-444
2p26A02 2.60.40.1510.2 A.62-100,101-184
5e6sB02 2.60.40.1510.3 B.62-99,346-459
3fcsA03 2.60.40.1510.4 A.606-745
3t3pB02 2.60.40.1510.5 B.58-106,356-466
2vdrB02 2.60.40.1510.6 B.58-106,352-461
4nehA04 2.60.40.1510.7 A.753-906
4jx0A01 2.60.40.1510.8 A.19-177
1yukB01 2.60.40.1510.9 B.1-78
3v4vB01 2.60.40.1510.10 B.81-127,375-455
3wkyB03 2.60.40.1520.1 B.413-672
3hhsB03 2.60.40.1520.2 B.419-679
3gwjA03 2.60.40.1520.3 A.423-451,483-558,573-674
1llaA02 2.60.40.1520.4 A.378-628
1hcyA03 2.60.40.1520.5 A.398-427,455-532,552-653
3fcsA04 2.60.40.1530.1 A.746-959
4nehA05 2.60.40.1530.2 A.907-1084
4g1mA04 2.60.40.1530.3 A.740-959
4g1eA04 2.60.40.1530.4 A.739-994
1xakA00 2.60.40.1550.1 A.2-69
2axwA01 2.60.40.1570.1 A.1-118
2bcmC00 2.60.40.1570.2 C.2-138
2cnzA00 2.60.40.1570.3 A.3-125
5d55A00 2.60.40.1570.4 A.10-157
3uizB00 2.60.40.1570.5 B.11-152
4phzA03 2.60.40.1580.1 A.279-416
2hsiA01 2.60.40.1590.1 A.25-124
2huhA01 2.60.40.1600.1 A.12-147
2p3yA03 2.60.40.1610.1 A.83-230
4c47A01 2.60.40.1620.1 A.72-193
2jwyA01 2.60.40.1620.2 A.24-158
3fbqA01 2.60.40.1630.1 A.4-147
3fbqA02 2.60.40.1640.1 A.148-291
1uunA01 2.60.40.1650.1 A.1-71,124-184
2zxeB02 2.60.40.1660.1 B.63-305
3wguB00 2.60.40.1660.2 B.1-303
3eh1A03 2.60.40.1670.1 A.38-76,143-150,400-485
2nutA01 2.60.40.1670.2 A.7-58,120-130,404-508
3eh2A03 2.60.40.1670.3 A.41-83,154-161,418-503
1pcxA03 2.60.40.1670.4 A.61-103,170-177,435-519
1qexA03 2.60.40.1680.1 A.170-283
4gipD03 2.60.40.1690.1 D.267-323
1g5gA03 2.60.40.1690.2 A.347-406
1ztmA03 2.60.40.1690.3 A.358-410
4n2kA02 2.60.40.1700.1 A.143-315
1xf1A03 2.60.40.1710.1 A.481-611
1yhpA02 2.60.40.1720.1 A.93-212
3u9wA01 2.60.40.1730.1 A.13-205
6ea2A01 2.60.40.1730.2 A.11-197
6q4rA01 2.60.40.1730.3 A.45-254
5zi7A01 2.60.40.1730.4 A.44-228
4fkeA01 2.60.40.1730.5 A.2-221
1z5hA01 2.60.40.1730.6 A.1-170
4wz9A01 2.60.40.1730.7 A.40-253
2xfdA00 2.60.60.40.1 A.3-111
2vtwA00 2.60.90.30.2 A.1-205
3u2gA02 2.60.98.40.1 A.62-80,102-211
3ooxA00 2.60.120.330.1 A.4-310
1dcsA00 2.60.120.330.2 A.1-311
1odmA00 2.60.120.330.3 A.3-331
5gj9A00 2.60.120.330.4 A.6-303
5c3pD00 2.60.120.330.5 D.3-333
1gp6A00 2.60.120.330.6 A.2-350
3on7B00 2.60.120.330.7 B.3-280
2dbnA00 2.60.120.330.8 A.41-460
4xaeB00 2.60.120.330.9 B.27-356
5jqyA02 2.60.120.330.10 A.234-429
1e5rB01 2.60.120.330.11 B.1-203
1nlqE00 2.60.120.340.1 E.4-105
1xe0C00 2.60.120.340.2 C.6-111
3t30C00 2.60.120.340.3 C.3-109
4ca9A00 2.60.120.340.4 A.1-98
1s4cC00 2.60.120.370.1 C.1-155
1nqjB00 2.60.120.380.1 B.5-119
4g9sB00 2.60.120.380.2 B.1-111
1wmdA02 2.60.120.380.3 A.318-434
4i3gA03 2.60.120.380.4 A.446-552
2qfeA00 2.60.120.380.5 A.10-148
5jouA02 2.60.120.380.6 A.215-356
3jqwC00 2.60.120.380.7 C.1-121
4dzgA00 2.60.120.380.8 A.2-114
3afgA03 2.60.120.380.9 A.421-522
1df0A03 2.60.120.380.10 A.355-505
2luwA00 2.60.120.380.11 A.1-101
1f35A00 2.60.120.390.1 A.1-162
4ce8A00 2.60.120.400.1 A.1-114
2wraA00 2.60.120.400.2 A.5-128
1jmuB04 2.60.120.420.1 B.265-471
3iylB03 2.60.120.420.2 B.279-504
1w8uA00 2.60.120.430.1 A.3-143
4ywaA00 2.60.120.430.2 A.1-121
1wcuA00 2.60.120.430.3 A.2-150
2o14A01 2.60.120.430.4 A.14-161
1v0aA01 2.60.120.430.5 A.3-171
3f95B00 2.60.120.430.6 B.6-185
1wmxA00 2.60.120.430.7 A.8-180
1hn0A01 2.60.120.430.8 A.25-234
5z6pA01 2.60.120.430.9 A.37-218
2q1fA01 2.60.120.430.10 A.14-180
2jwpA00 2.60.120.430.11 A.1-174
1vmhA00 2.60.120.460.1 A.16-144
1vmjA00 2.60.120.460.2 A.13-151
1vphB00 2.60.120.460.3 B.13-149
1wwyA00 2.60.120.470.1 A.1-171
2bdrA00 2.60.120.480.1 A.2-166
1pm4A00 2.60.120.510.1 A.3-119
1xruA01 2.60.120.520.1 A.1-10,33-146
1f15B00 2.60.120.530.1 B.29-218
1x9pA01 2.60.120.550.1 A.1-82,388-419,473-521
4b1mA00 2.60.120.560.1 A.21-185
3ugfB02 2.60.120.560.2 B.350-536
1y4wA02 2.60.120.560.3 A.356-517
3sc7X02 2.60.120.560.4 X.360-516
3kf3A02 2.60.120.560.5 A.333-509
3ligA02 2.60.120.560.6 A.458-626
5nslA02 2.60.120.560.7 A.470-665
3immA00 2.60.120.560.8 A.5-201
3h3lC00 2.60.120.560.9 C.11-241
3u1xA00 2.60.120.560.10 A.8-236
4ccdA03 2.60.120.560.11 A.455-654
3pijA02 2.60.120.560.12 A.365-513
2ac1A02 2.60.120.560.13 A.344-535
4ffhA02 2.60.120.560.14 A.328-481
1w2tA02 2.60.120.560.15 A.295-428
4jqtA01 2.60.120.560.16 A.1-201
4qhzA00 2.60.120.560.17 A.12-246
3hbkA00 2.60.120.560.18 A.15-245
4eqvA02 2.60.120.560.19 A.337-512
4o65A00 2.60.120.570.1 A.6-164
4phzA01 2.60.120.570.2 A.29-163,261-278
2f4lA01 2.60.120.580.1 A.14-88,132-215
4jhtA00 2.60.120.590.1 A.4-204
2iuwA00 2.60.120.590.2 A.19-231
4nplA00 2.60.120.590.3 A.2-225
4qkdA00 2.60.120.590.4 A.1-191
3s57A00 2.60.120.590.5 A.1-204
4ie5A01 2.60.120.590.6 A.20-320
2p3yA04 2.60.120.600.1 A.308-482
3bywB00 2.60.120.610.1 B.9-167
5umhA00 2.60.130.10.5 A.11-317
4pchB00 2.60.175.10.3 B.7-272
2jpeA00 2.60.200.20.32 A.9-140
1r21A00 2.60.200.20.33 A.9-108
1dmzA00 2.60.200.20.34 A.1-158
1z0sA02 2.60.200.30.1 A.131-255
2q5fA02 2.60.200.30.2 A.102-240
2an1C02 2.60.200.30.3 C.128-264
4ca1B02 2.60.210.10.5 B.62-195
5jawC02 2.60.220.20.1 C.384-550
3f59D00 2.60.220.30.1 D.2-161
3lz8B02 2.60.260.20.11 B.227-317
4j80A03 2.60.260.20.12 A.174-272
4p1wE00 2.60.270.60.1 E.9-146
2p2eA00 2.60.300.12.4 A.3-121
2yq2A01 2.60.320.20.1 A.2-89
1h54A03 2.60.420.10.5 A.310-314,685-753
4uu4A00 2.60.450.10.3 A.26-170
4hi6C00 2.70.20.40.1 C.5-140
3km3B00 2.70.40.10.17 B.21-178
2v9xJ01 2.70.40.10.18 J.1-163
3zudA00 2.70.50.70.3 A.2-228
5achA00 2.70.50.70.4 A.2-235
3tufB00 2.70.70.10.11 B.37-194
4k35A02 2.70.98.30.4 A.30-82,113-263
3rrsA01 2.70.98.40.1 A.1-271,700-710
4ktpA01 2.70.98.40.2 A.1-250
1h54B01 2.70.98.40.3 B.1-269
3wirA01 2.70.98.40.4 A.1-255
2eabB01 2.70.98.50.1 B.10-29,51-83,135-332
2v5oA03 2.70.130.10.9 A.293-386,438-481
2hc8A00 2.70.150.10.4 A.1-113
4gqbA03 2.70.160.11.10 A.467-637
6hiqA01 2.70.170.10.8 A.1-211
4tw1B00 2.70.240.10.5 B.35-323
3im6A00 2.80.10.50.67 A.12-217
1wbaA00 2.80.10.50.68 A.2-172
3oggA02 2.80.10.50.69 A.226-414
6f0oA02 2.80.10.50.70 A.237-432
1ihkA00 2.80.10.50.71 A.18-174
1sr4A00 2.80.10.50.72 A.40-206
4l4hA02 2.80.10.50.73 A.220-408
1jlxA01 2.80.10.50.74 A.1-159
3s8kB00 2.80.10.50.75 B.2-183
2vseA04 2.80.10.50.76 A.553-695
4le7A02 2.90.10.10.8 A.118-199
4mq0A02 2.100.10.30.9 A.150-294
3wocA00 2.100.10.30.10 A.1-138
5cxmA00 2.102.10.10.15 A.12-110
2qpzA00 2.102.10.10.16 A.1-103
1su3A02 2.110.10.10.4 A.251-447
5c0pA00 2.115.10.20.24 A.15-298
3kstA00 2.115.10.20.25 A.16-306
1oygA01 2.115.10.20.26 A.8-441
4kcaA02 2.115.10.20.27 A.128-520
3fvzA00 2.120.10.30.25 A.1-329
1npeA00 2.120.10.30.26 A.1-263
1cruA00 2.120.10.30.27 A.1-450
3q6kA00 2.120.10.30.28 A.1-380
1k32A01 2.120.10.60.1 A.13-284
5mxcA00 2.120.10.70.1 A.2-314
1pguB01 2.130.10.10.94 B.2-12,338-615
4a2lB01 2.130.10.10.95 B.28-338
3sfzA05 2.130.10.10.96 A.591-604,917-1249
4fwwA01 2.130.10.10.97 A.1-481
6az1g01 2.130.10.10.98 g.4-309
6fcvB00 2.130.10.10.99 B.1-365
6id1E00 2.130.10.10.100 E.54-356
3u4yA00 2.130.10.10.101 A.7-325
1sqjB02 2.130.10.10.102 B.13-444,771-787
3al9A01 2.130.10.10.103 A.8-479
3f3fB01 2.130.10.10.104 B.1-249,295-348
1olzA01 2.130.10.10.105 A.3-481
3sfzA06 2.130.10.10.106 A.605-916
5wbyC01 2.130.10.10.107 C.13-325
4q1vA01 2.140.10.30.3 A.4-451
2xqhA01 2.150.10.10.7 A.23-157
3d98A02 2.160.10.10.30 A.240-391
3q1xA02 2.160.10.10.31 A.165-267
3brkX02 2.160.10.10.32 X.294-418
4hzdA02 2.160.10.10.33 A.153-260
1k4zA00 2.160.20.70.1 A.1-157
2b0rB00 2.160.20.70.2 B.35-198
3bh7B01 2.160.20.70.3 B.39-231
1hf2C02 2.160.20.70.4 C.83-205
4v02C00 2.160.20.70.5 C.3-124
2yuhA01 2.160.20.70.6 A.1-172
2j8kA01 2.160.20.80.1 A.15-187
2w7zA00 2.160.20.80.2 A.4-214
3ziwA01 2.170.15.20.1 A.1-171
2cw8A01 2.170.16.10.11 A.1-127,496-537
4o1sA00 2.170.16.10.12 A.1-170
2kq1A01 2.170.120.30.3 A.5-97
4b7oA01 2.170.130.10.10 A.61-171
2iahA02 2.170.130.10.11 A.96-229
3ga3A00 2.170.150.30.2 A.1-133
3eqtA00 2.170.150.30.3 A.6-132
4ckmB00 2.170.210.20.4 B.36-179
4nhaA02 2.170.260.10.6 A.149-229,267-279
4qenA03 2.170.270.10.19 A.237-533
4wuyA01 2.170.270.10.20 A.9-46,184-240
1ml9A00 2.170.270.10.21 A.9-292
6mihA02 3.10.10.10.3 A.33-102,147-168
1wiaA01 3.10.20.90.168 A.7-76
2kdiA00 3.10.20.90.169 A.1-114
1wxaA00 3.10.20.90.170 A.1-116
1gjzA00 3.10.20.90.171 A.1-53
3tewA03 3.10.20.110.1 A.466-584
2j42A03 3.10.20.110.2 A.489-591
3ea6A01 3.10.20.120.1 A.3-16,87-217
4ohjB01 3.10.20.120.2 B.19-36,108-215
3sebA02 3.10.20.120.3 A.2-31,128-231
1enfA02 3.10.20.120.4 A.1-21,101-212
1ty0B01 3.10.20.120.5 B.1-20,96-211
2rdgA01 3.10.20.120.6 A.5-18,90-196
1eu3A01 3.10.20.120.7 A.3-16,101-208
2j4xA01 3.10.20.120.8 A.1-16,103-211
1yn3A00 3.10.20.120.9 A.1-98
1et9A01 3.10.20.120.10 A.93-202
3r2tA01 3.10.20.120.11 A.55-68,143-249
4zysA01 3.10.20.120.12 A.3-18,94-196
2sakA00 3.10.20.130.1 A.1-121
1bmlC03 3.10.20.150.1 C.278-360
1qqrB00 3.10.20.180.1 B.1-133
1l4dB00 3.10.20.180.2 B.1-122
5io9A00 3.10.20.230.1 A.8-105
1mg4A00 3.10.20.230.2 A.13-113
5ip4E00 3.10.20.230.3 E.5-88
2dnfA01 3.10.20.230.4 A.14-102
1n6zA00 3.10.20.250.1 A.1-105
1tt5B03 3.10.20.260.1 B.332-392
3ge3C00 3.10.20.270.1 C.2-84
2hj1A00 3.10.20.280.1 A.11-87
3c19A02 3.10.20.300.1 A.101-178
3q6bA01 3.10.20.310.1 A.35-115
3q6bA02 3.10.20.310.2 A.116-189
4bzaA03 3.10.20.310.3 A.169-247
2x8xX01 3.10.20.310.4 X.1-76
3q0iA02 3.10.25.10.3 A.213-317
4z1xA02 3.10.28.10.19 A.153-295
5a74A00 3.10.28.10.20 A.5-161
3e54A00 3.10.28.10.21 A.4-162
3prbA01 3.10.50.40.22 A.1-87,132-149
4odkA00 3.10.50.40.23 A.1-156
2f4eB00 3.10.50.40.24 B.34-160
3pr9A00 3.10.50.40.25 A.1-150
1jvwA00 3.10.50.40.26 A.4-163
1t11A03 3.10.50.40.27 A.153-249
3aluA00 3.10.100.10.37 A.1-157
1koeA00 3.10.100.10.38 A.1-172
3fd4A00 3.10.100.10.39 A.51-190
3bdwA00 3.10.100.10.40 A.1-123
1eslA00 3.10.100.10.41 A.1-157
6i3gA03 3.10.105.10.17 A.248-456
3lvuB00 3.10.105.10.18 B.2-258
4gl8A03 3.10.105.10.19 A.287-497
3cegA00 3.10.110.10.25 A.24-321
2daxA01 3.10.110.10.26 A.1-141
2yz0A00 3.10.110.10.27 A.1-138
1x3xA00 3.10.120.10.7 A.1-82
2eisA00 3.10.129.10.88 A.3-123
3e29B00 3.10.129.10.89 B.2-135
3hm0A00 3.10.129.10.90 A.34-159
4mocA02 3.10.129.10.91 A.149-299
3dkzA00 3.10.129.10.92 A.6-130
2essA02 3.10.129.10.93 A.150-248
1s9cC01 3.10.129.10.94 C.6-163
2f3xA00 3.10.129.10.95 A.13-155
2gvhB02 3.10.129.10.96 B.155-274
1tbuB00 3.10.129.10.97 B.13-118
2f41B00 3.10.129.10.98 B.6-117
3b7kC02 3.10.129.10.99 C.198-307
4gakA00 3.10.129.10.100 A.1-250
1c9vA00 3.10.130.10.7 A.1-124
4tr6A01 3.10.150.10.17 A.1-140,207-246
2avtB01 3.10.150.10.18 B.2-138,205-244
2vqxA01 3.10.170.10.3 A.6-174
2rk0A01 3.10.180.10.68 A.8-128
4nvsA00 3.10.180.10.69 A.2-156
2qqzA01 3.10.180.10.70 A.12-126
1xqaA01 3.10.180.10.71 A.3-112
4pavB00 3.10.180.10.72 B.15-145
3r4qA01 3.10.180.10.73 A.10-141
4huzA02 3.10.180.10.74 A.69-219
3rheA00 3.10.180.10.75 A.7-124
2pjsA01 3.10.180.10.76 A.17-118
1tfzA02 3.10.180.10.77 A.198-408
4twlA00 3.10.200.10.10 A.3-241
2ja4A00 3.10.250.10.4 A.1-101
1sbxA00 3.10.260.20.2 A.1-106
1y8xB00 3.10.290.20.3 B.5-96
3kycB03 3.10.290.20.4 B.465-660
4py9A02 3.10.310.30.4 A.216-343
3g98A00 3.10.310.40.1 A.1-111
2zvfA02 3.10.310.40.2 A.66-171
5anpA00 3.10.310.50.1 A.34-179
4p5mB01 3.10.320.10.3 B.1-112
1o54A01 3.10.330.20.4 A.10-81
2yvlA01 3.10.330.20.5 A.2-59
4b8vA02 3.10.350.10.7 A.103-169,219-224
1kj6A00 3.10.360.10.3 A.1-45
1v47A01 3.10.400.10.7 A.4-136
2q07A02 3.10.450.90.2 A.166-230
1vqqA01 3.10.450.100.1 A.5-113
2cx0A01 3.10.450.120.1 A.1-88,172-184
3d79A01 3.10.450.120.2 A.12-85
1q7hA01 3.10.450.120.3 A.3-67
2k3dA00 3.10.450.130.1 A.1-87
1nnvA01 3.10.450.140.1 A.11-110
2r41D00 3.10.450.150.1 D.5-107
4ew5B00 3.10.450.160.1 B.5-101
2l1sA00 3.10.450.160.2 A.1-83
4kt3B00 3.10.450.170.1 B.8-135
1wthA02 3.10.450.190.1 A.129-166,374-437
1v74A00 3.10.450.200.1 A.1-107
2p09A00 3.10.450.210.1 A.7-75
2p38A01 3.10.450.220.1 A.5-94
1sqwA01 3.10.450.220.2 A.1-93
4jf8A00 3.10.450.230.1 A.36-179
4lsoA00 3.10.450.230.2 A.39-179
4o3vA00 3.10.450.230.3 A.39-180
2cc3A00 3.10.450.230.4 A.1-144
2cw9A00 3.10.450.240.1 A.12-193
3qk9B00 3.10.450.240.2 B.26-222
3j7yd00 3.10.450.240.3 d.117-287
5aysC00 3.10.450.250.1 C.1-109
2wgoA00 3.10.450.260.1 A.1-98
4issA03 3.10.490.10.7 A.501-637
3fhmA00 3.10.580.10.37 A.16-151
3l2bA01 3.10.580.10.38 A.4-68,185-236
3k6eA00 3.10.580.10.39 A.1-146
2p9mB00 3.10.580.10.40 B.3-137
3fhmB00 3.10.580.10.41 B.24-149
4rcjA01 3.10.590.10.3 A.19-164
3isrA01 3.10.620.30.3 A.8-11,91-253,276-293
3l6iA00 3.15.10.40.1 A.2-172
2zgiD02 3.20.10.10.13 D.101-246
4tviA02 3.20.10.10.14 A.159-312
1l5jA02 3.20.19.10.3 A.162-361
4gfiA02 3.20.20.120.54 A.108-329
1r6wA01 3.20.20.120.55 A.99-296
1yeyD02 3.20.20.120.56 D.183-439
3ro6A02 3.20.20.120.57 A.116-355
2pgwA02 3.20.20.120.58 A.131-351
5xd7A02 3.20.20.120.59 A.122-353
2qddA02 3.20.20.120.60 A.121-358
3cyjA02 3.20.20.120.61 A.119-355
3bjsA02 3.20.20.120.62 A.159-412
2oz8A02 3.20.20.120.63 A.120-351
3ddmA02 3.20.20.120.64 A.134-371
4jhmA02 3.20.20.120.65 A.122-378
2qq6A02 3.20.20.120.66 A.108-374
2chrA02 3.20.20.120.67 A.128-329
2ob3A00 3.20.20.140.1 A.1-330
4qrnB00 3.20.20.140.2 B.26-373
1gkpB02 3.20.20.140.3 B.53-381
1ra0A02 3.20.20.140.4 A.61-368
4m51A02 3.20.20.140.5 A.57-356
2z26B00 3.20.20.140.6 B.4-346
3ls9A02 3.20.20.140.7 A.58-381
6hfqA00 3.20.20.140.8 A.7-368
2xioA00 3.20.20.140.9 A.1-293
3tn4A00 3.20.20.140.10 A.37-360
5vrkA00 3.20.20.140.11 A.1-314
3mduA02 3.20.20.140.12 A.52-374,433-451
3pnzC00 3.20.20.140.13 C.2-329
3ly0A00 3.20.20.140.14 A.5-355
4qroG00 3.20.20.140.15 G.1-332
4gxwB00 3.20.20.140.16 B.4-367
2hbvB00 3.20.20.140.17 B.4-333
4di9A00 3.20.20.140.18 A.3-295
5lxxA02 3.20.20.140.19 A.79-451
1rk6A02 3.20.20.140.20 A.74-300,358-427
2qpxA00 3.20.20.140.21 A.1-376
5ol4C02 3.20.20.140.22 C.132-425,484-570
3nehA00 3.20.20.140.23 A.2-310
3mviA00 3.20.20.140.24 A.1-349
4gx8B00 3.20.20.140.25 B.4-315
3e2vB00 3.20.20.140.26 B.11-392
2gwgA00 3.20.20.140.27 A.2-345
2gwnA02 3.20.20.140.28 A.62-373,395-418
3rhgA00 3.20.20.140.29 A.1-363
4dzhA02 3.20.20.140.30 A.74-364
3id7A00 3.20.20.140.31 A.1-391
2imrA02 3.20.20.140.32 A.48-49,93-401
3mtwA02 3.20.20.140.33 A.61-362
1p1mA02 3.20.20.140.34 A.50-330
4gc3A00 3.20.20.140.35 A.2-264
4mupB00 3.20.20.140.36 B.24-309
3nurA00 3.20.20.140.37 A.23-353
1bf6A00 3.20.20.140.38 A.1-291
4cqbA02 3.20.20.140.39 A.76-376
2puzA02 3.20.20.140.40 A.79-377
2pgfA00 3.20.20.140.41 A.13-371
4do7A00 3.20.20.140.42 A.3-289
4aqlA02 3.20.20.140.43 A.99-409
3b40A01 3.20.20.140.44 A.7-273,332-411
3b0xA05 3.20.20.140.45 A.327-575
4dziB00 3.20.20.140.46 B.4-394
4lanB00 3.20.20.140.47 B.5-373
3e74B02 3.20.20.140.48 B.73-393,412-438
3griA02 3.20.20.140.49 A.53-365
3irsA00 3.20.20.140.50 A.3-283
2yxoB00 3.20.20.140.51 B.1-265
4i6vA01 3.20.20.140.52 A.9-40,126-433
3ovgA00 3.20.20.140.53 A.5-355
1onwB02 3.20.20.140.54 B.64-342
3ij6A00 3.20.20.140.55 A.3-305
3ighX02 3.20.20.140.56 X.62-79,182-457
4c65A02 3.20.20.140.57 A.65-382
2vhlA02 3.20.20.140.58 A.58-358
3gg7A00 3.20.20.140.59 A.2-244
3hpaA02 3.20.20.140.60 A.89-396,456-479
1yrrA02 3.20.20.140.61 A.55-280,281-344
2ragA00 3.20.20.140.62 A.37-415
3qy7A00 3.20.20.140.63 A.1-247
4ub9A02 3.20.20.140.64 A.92-436
1j6oA00 3.20.20.140.65 A.7-268
1zzmA00 3.20.20.140.66 A.1-259
4v1xA02 3.20.20.140.67 A.82-400,458-494
3cjpA00 3.20.20.140.68 A.3-264
1m65A00 3.20.20.140.69 A.2-245
3ooqA02 3.20.20.140.70 A.58-348
1yixA00 3.20.20.140.71 A.1-265
3iacC01 3.20.20.140.72 C.6-48,142-473
3rcmA00 3.20.20.140.73 A.2-287
2vunA02 3.20.20.140.74 A.62-319
3rysB00 3.20.20.140.75 B.12-338
5ymrC00 3.20.70.20.11 C.12-808
1r8eA01 3.20.80.10.7 A.120-277
4pn0C00 3.20.100.10.3 C.41-304
5kbpA01 3.20.110.10.4 A.6-290
4mzyA01 3.20.140.10.4 A.3-152,321-488
1wfxA02 3.20.170.30.1 A.93-182
5yjlC02 3.20.180.10.5 C.189-299
1ee8A01 3.20.190.10.7 A.1-120
4k22A02 3.30.9.10.27 A.80-101,185-270
3c4nA02 3.30.9.10.28 A.122-163,259-341
2uzzA02 3.30.9.10.29 A.59-144,210-314
3c4aA02 3.30.9.20.1 A.40-96,160-250
3py9A02 3.30.10.20.6 A.74-142
1uglA00 3.30.30.70.1 A.1-50
3gkuC01 3.30.30.80.1 C.5-59
3r2vA02 3.30.30.90.1 A.150-201
3l56B02 3.30.30.90.2 B.150-208
3khwA02 3.30.30.90.3 A.150-204
2ma6A00 3.30.40.10.112 A.1-61
1vyxA00 3.30.40.10.113 A.1-60
2csyA01 3.30.40.10.114 A.16-75
2jmiA00 3.30.40.10.115 A.24-83
2m6mA00 3.30.40.10.116 A.1-83
2lxpC00 3.30.40.10.117 C.1-58
1z2qA00 3.30.40.10.118 A.1-84
1v87A01 3.30.40.10.119 A.8-92
1weqA00 3.30.40.10.120 A.1-85
1borA00 3.30.40.10.121 A.1-56
1fp0A00 3.30.40.10.122 A.1-88
2idaA01 3.30.40.10.123 A.1-88
1wilA00 3.30.40.10.124 A.1-89
1weuA00 3.30.40.10.125 A.1-91
2l0bA00 3.30.40.10.126 A.1-91
2mumA00 3.30.40.10.127 A.1-50
3pm9A01 3.30.43.10.17 A.12-104
1uxyA02 3.30.43.10.18 A.1-66
2exrA01 3.30.43.10.19 A.34-111,480-524
4hc7A02 3.30.50.10.11 A.51-110
2a66A00 3.30.50.10.12 A.10-104
2dulA02 3.30.56.70.1 A.319-377
3axsA02 3.30.56.70.2 A.323-387
3r5dA02 3.30.60.70.1 A.135-175
2rijA02 3.30.60.70.2 A.167-207
3vdpA02 3.30.60.80.1 A.68-90
3d00A02 3.30.60.80.2 A.162-191
6ds6A00 3.30.60.90.1 A.1-53
2e5rA00 3.30.60.90.2 A.1-63
1x74A05 3.30.60.110.1 A.302-335
2cjsC01 3.30.60.120.1 C.25-62
4qrhA02 3.30.63.10.3 A.41-100
6iw5A02 3.30.67.10.3 A.52-63,122-130,188-225,247-261
6ao9A00 3.30.70.1230.1 A.2-185
3r5gA00 3.30.70.1230.2 A.4-198
2wz1B00 3.30.70.1230.3 B.5-201
4clfA02 3.30.70.1230.4 A.285-468
4wp9A00 3.30.70.1230.5 A.3-173
1wc1C00 3.30.70.1230.6 C.28-223
4cllA01 3.30.70.1230.7 A.34-252
4p2fA00 3.30.70.1230.8 A.67-255
1fx2A00 3.30.70.1230.9 A.1-235
1azsA00 3.30.70.1230.10 A.21-210
1azsB00 3.30.70.1230.11 B.10-208
1y10B02 3.30.70.1230.12 B.194-376
1ybtB00 3.30.70.1230.13 B.13-184
3mr7A00 3.30.70.1230.14 A.2-174
2qv6A01 3.30.70.1230.15 A.1-128
2p8iC00 3.30.70.1240.1 C.1-116
3ot9A02 3.30.70.1250.1 A.104-222
2hiyA02 3.30.70.1260.1 A.92-183
2ijrA01 3.30.70.1270.1 A.1-29,209-276
2hiyB01 3.30.70.1280.1 B.3-91
2f5gA00 3.30.70.1290.1 A.2-131
2vjvA00 3.30.70.1290.2 A.10-134
4er8A00 3.30.70.1290.3 A.1-165
2hafA02 3.30.70.1300.1 A.56-145
5enqC02 3.30.70.1320.1 C.98-143,235-291
5t0oA03 3.30.70.1320.2 A.134-181,278-330
2x3dF01 3.30.70.1340.1 F.3-87
6g5eA00 3.30.70.1350.1 A.1-82
3bypA00 3.30.70.1350.2 A.6-87
6g6iA00 3.30.70.1350.3 A.1-96
3h90A02 3.30.70.1350.4 A.200-283
2zztA00 3.30.70.1350.5 A.5-87
3nekA02 3.30.70.1360.1 A.92-204
3nekB01 3.30.70.1360.2 B.15-91,205-235
2hekA02 3.30.70.1370.1 A.282-369
3c19A01 3.30.70.1380.1 A.2-100
2zejA01 3.30.70.1390.1 A.4-79
1v5vA02 3.30.70.1400.1 A.55-146
1vlyA02 3.30.70.1400.2 A.39-125
3girA02 3.30.70.1400.3 A.84-169
1vloA02 3.30.70.1400.4 A.63-150
1wosA02 3.30.70.1400.5 A.50-136
1wsrA02 3.30.70.1400.6 A.56-146
1pj5A04 3.30.70.1400.7 A.508-597,710-739
4pabA04 3.30.70.1400.8 A.532-618,730-762
3gygC02 3.30.70.1410.1 C.123-208
3fuyA00 3.30.70.1420.1 A.24-179
4dx5A02 3.30.70.1430.1 A.38-132,813-820
5enqA04 3.30.70.1430.2 A.310-408
4mt1A06 3.30.70.1430.3 A.566-666
5enqB05 3.30.70.1440.1 B.418-462,554-604
4mt1A07 3.30.70.1440.2 A.667-720,818-867
2aefA03 3.30.70.1450.1 A.155-233
